senderAddress,text,label
VD-BOBTXN,Rs.95 Credited to A/c ...2397 thru UPI/208316877356 by 9454755642_ybl. Total Bal:Rs.1012.05CR. Avlbl Amt:Rs.835.05(24-03-2022 19:41:04) - Bank of Baroda,
VD-BOBTXN,Rs.92 Credited to A/c ...2397 thru UPI/208385073597 by rajeshgoswami43. Total Bal:Rs.917.05CR. Avlbl Amt:Rs.740.05(24-03-2022 18:52:34) - Bank of Baroda,
VD-BOBTXN,Rs.39 Credited to A/c ...2397 thru UPI/208340650565 by 9305107085_ybl. Total Bal:Rs.825.05CR. Avlbl Amt:Rs.648.05(24-03-2022 11:16:14) - Bank of Baroda,
JM-BOBTXN,Rs.24 Credited to A/c ...2397 thru UPI/208306874684 by nidhisingh00100. Total Bal:Rs.786.05CR. Avlbl Amt:Rs.609.05(24-03-2022 06:48:32) - Bank of Baroda,
JM-BOBSMS,Your VPA rajeshgoswami434@ybl linked to your a/c no. XXXXXX2397 is debited for Rs. 600.0 and credited to VPA 8887222644@ybl UPI Ref no. 208206470964. - Bank of Baroda,
VD-BOBTXN,Rs.253.01 Credited to A/c ...2397 thru IMPS/208220653063 by UBERINDIASYSTEM. Total Bal:Rs.1362.05CR. Avlbl Amt:Rs.1185.05(23-03-2022 20:54:25) - Bank of Baroda,
JM-BOBTXN,Rs.35 Credited to A/c ...2397 thru UPI/208220341517 by denissareena-1_. Total Bal:Rs.1109.04CR. Avlbl Amt:Rs.932.04(23-03-2022 20:50:15) - Bank of Baroda,
JM-BOBTXN,Rs.26 Credited to A/c ...2397 thru UPI/208220237687 by raghavendrashuk. Total Bal:Rs.1074.04CR. Avlbl Amt:Rs.897.04(23-03-2022 20:30:17) - Bank of Baroda,
VD-BOBSMS,Your VPA rajeshgoswami434@ybl linked to your a/c no. XXXXXX2397 is debited for Rs. 120.0 and credited to VPA paytmqr281005050101zjn7kzw9ghrn@paytm UPI Ref no. 208218124520. - Bank of Baroda,
VD-BOBTXN,Rs.24 Credited to A/c ...2397 thru UPI/208234528407 by 8604440852_ybl. Total Bal:Rs.1168.04CR. Avlbl Amt:Rs.991.04(23-03-2022 18:43:50) - Bank of Baroda,
VD-BOBSMS,Your VPA rajeshgoswami434@ybl linked to your a/c no. XXXXXX2397 is debited for Rs. 150.0 and credited to VPA paytmqr2810050501011e80fcjefbti@paytm UPI Ref no. 208215978429. - Bank of Baroda,
VD-BOBTXN,Rs.35 Credited to A/c ...2397 thru UPI/208266050285 by 7007947204_ybl. Total Bal:Rs.1294.04CR. Avlbl Amt:Rs.1117.04(23-03-2022 12:28:58) - Bank of Baroda,
VD-BOBTXN,Rs.30 Credited to A/c ...2397 thru UPI/208299693662 by abhisrivastav95. Total Bal:Rs.1259.04CR. Avlbl Amt:Rs.1082.04(23-03-2022 10:44:15) - Bank of Baroda,
VD-BOBTXN,Rs.78 Credited to A/c ...2397 thru UPI/208223703680 by _singh.aishu199. Total Bal:Rs.1229.04CR. Avlbl Amt:Rs.1052.04(23-03-2022 09:46:42) - Bank of Baroda,
VD-BOBSMS,Your VPA rajeshgoswami434@ybl linked to your a/c no. XXXXXX2397 is debited for Rs. 130.0 and credited to VPA Q409051045@ybl UPI Ref no. 208255483512. - Bank of Baroda,
VD-BOBSMS,Your VPA riteshgoswami651@oksbi linked to your a/c no. XXXXXX2397 is debited for Rs. 20.0 and credited to VPA paytmqr2810050501011w4j7fgqcnxa@paytm UPI Ref no. 208207165552. - Bank of Baroda,
VD-BOBSMS,Your VPA riteshgoswami651@oksbi linked to your a/c no. XXXXXX2397 is debited for Rs. 46.0 and credited to VPA paytmqr281005050101asekrvyu1hx0@paytm UPI Ref no. 208121202620. - Bank of Baroda,
VD-BOBTXN,Rs.51 Credited to A/c ...2397 thru UPI/208180123410 by 9005738587_payt. Total Bal:Rs.1347.04CR. Avlbl Amt:Rs.1170.04(22-03-2022 21:02:25) - Bank of Baroda,
VD-BOBTXN,Rs.28 Credited to A/c ...2397 thru UPI/208184611565 by 9717279931_ybl. Total Bal:Rs.1296.04CR. Avlbl Amt:Rs.1119.04(22-03-2022 20:06:13) - Bank of Baroda,
VD-BOBTXN,Rs.20 Credited to A/c ...2397 thru UPI/208162491243 by 8299195525_payt. Total Bal:Rs.1268.04CR. Avlbl Amt:Rs.1091.04(22-03-2022 19:38:07) - Bank of Baroda,
VD-BOBTXN,Rs.22 Credited to A/c ...2397 thru UPI/208118468672 by 9044008687_upi. Total Bal:Rs.1248.04CR. Avlbl Amt:Rs.1071.04(22-03-2022 18:39:22) - Bank of Baroda,
VD-BOBTXN,Rs.28 Credited to A/c ...2397 thru UPI/208111016466 by singhp62138-1_o. Total Bal:Rs.1226.04CR. Avlbl Amt:Rs.1049.04(22-03-2022 11:41:32) - Bank of Baroda,
VD-BOBSMS,Your VPA rajeshgoswami434@ybl linked to your a/c no. XXXXXX2397 is debited for Rs. 30.0 and credited to VPA 8181056376@ybl UPI Ref no. 208192514724. - Bank of Baroda,
VD-BOBTXN,Rs.28 Credited to A/c ...2397 thru UPI/208140072257 by dubeymanish.vns. Total Bal:Rs.1228.04CR. Avlbl Amt:Rs.1051.04(22-03-2022 09:57:30) - Bank of Baroda,
VD-BOBSMS,Your VPA rajeshgoswami434@ybl linked to your a/c no. XXXXXX2397 is debited for Rs. 230.0 and credited to VPA paytmqr281005050101yd9pmvggsq19@paytm UPI Ref no. 208053206907. - Bank of Baroda,
VD-BOBSMS,Your VPA rajeshgoswami434@ybl linked to your a/c no. XXXXXX2397 is debited for Rs. 15.0 and credited to VPA Q457365352@ybl UPI Ref no. 207935539685. - Bank of Baroda,
CP-YESBNK,"INR 1,500.00 Debited to Ac XXXXXXXXXXX9190 on 19-MAR-2022 10:48:55-ATD:0876849376:T1NH000084010:KARNAILGANJ BAZAR      GONDA        UPIN 10:48:55  Tot Avbl Bal-INR 442.00 on 19-MAR-2022 10:48:55.In case you have not done this transaction, SMS BLKDC <Space><Cust ID> <Space><Last 4 digit of Debit Card number> to 9840909000 from your registered mobile number to block your card. Warm Regards, YES Bank",
VD-BOBSMS,Your VPA rajeshgoswami434@ybl linked to your a/c no. XXXXXX2397 is debited for Rs. 110.0 and credited to VPA Q551895789@ybl UPI Ref no. 207792091451. - Bank of Baroda,
BP-BOBSMS,Your VPA rajeshgoswami434@ybl linked to your a/c no. XXXXXX2397 is debited for Rs. 130.0 and credited to VPA paytmqr281005050101o30ey9h3c57u@paytm UPI Ref no. 207752812030. - Bank of Baroda,
CP-BOBTXN,Rs.100 Credited to A/c ...2397 thru UPI/207678571810 by rajawasthi94_yb. Total Bal:Rs.1685.04CR. Avlbl Amt:Rs.1508.04(17-03-2022 17:49:46) - Bank of Baroda,
CP-BOBTXN,Rs.61 Credited to A/c ...2397 thru UPI/207626677123 by rajeshgoswami43. Total Bal:Rs.1585.04CR. Avlbl Amt:Rs.1408.04(17-03-2022 15:51:04) - Bank of Baroda,
CP-BOBSMS,Your VPA rajeshgoswami434@ybl linked to your a/c no. XXXXXX2397 is debited for Rs. 1500.0 and credited to VPA 8887222644@ybl UPI Ref no. 207627842649. - Bank of Baroda,
CP-BOBTXN,Rs.206.66 Credited to A/c ...2397 thru IMPS/207520503773 by UBERINDIASYSTEM. Total Bal:Rs.3024.04CR. Avlbl Amt:Rs.2847.04(16-03-2022 20:47:29) - Bank of Baroda,
CP-BOBTXN,Rs.109 Credited to A/c ...2397 thru UPI/207573910834 by 9818118703_ybl. Total Bal:Rs.2817.38CR. Avlbl Amt:Rs.2640.38(16-03-2022 18:57:29) - Bank of Baroda,
CP-BOBSMS,Your VPA rajeshgoswami434@ybl linked to your a/c no. XXXXXX2397 is debited for Rs. 90.0 and credited to VPA paytmqr28100505010117hfx7ub00tt@paytm UPI Ref no. 207579957558. - Bank of Baroda,
CP-BOBTXN,Rs.39 Credited to A/c ...2397 thru UPI/207576625913 by rajeshgoswami43. Total Bal:Rs.2798.38CR. Avlbl Amt:Rs.2621.38(16-03-2022 16:21:46) - Bank of Baroda,
CP-BOBTXN,Rs.74 Credited to A/c ...2397 thru UPI/207560197090 by ganmol004_okici. Total Bal:Rs.2759.38CR. Avlbl Amt:Rs.2582.38(16-03-2022 13:34:51) - Bank of Baroda,
CP-BOBTXN,Rs.100 Credited to A/c ...2397 thru UPI/207508407668 by singhvishwajeet. Total Bal:Rs.2685.38CR. Avlbl Amt:Rs.2508.38(16-03-2022 11:54:01) - Bank of Baroda,
CP-BOBTXN,Rs.90 Credited to A/c ...2397 thru UPI/207574114849 by 7905518231_ybl. Total Bal:Rs.2585.38CR. Avlbl Amt:Rs.2408.38(16-03-2022 10:39:31) - Bank of Baroda,
CP-BOBTXN,Rs.438.1 Credited to A/c ...2397 thru IMPS/207508637936 by CASHFREEPAYMENT. Total Bal:Rs.2495.38CR. Avlbl Amt:Rs.2318.38(16-03-2022 08:44:00) - Bank of Baroda,
CP-BOBTXN,Rs.30 Credited to A/c ...2397 thru UPI/207483217256 by 9667424377 payt. Total Bal:Rs.2057.28CR. Avlbl Amt:Rs.1880.28(15-03-2022 21:04:17) - Bank of Baroda,
JM-BOBTXN,Rs.63 Credited to A/c ...2397 thru UPI/207409660975 by sachinshukla644. Total Bal:Rs.2027.28CR. Avlbl Amt:Rs.1850.28(15-03-2022 20:02:07) - Bank of Baroda,
CP-BOBSMS,Your VPA rajeshgoswami434 ybl linked to your a/c no. XXXXXX2397 is debited for Rs. 10.0 and credited to VPA paytmqr2810050501011w4j7fgqcnxa paytm UPI Ref no. 207427067298. - Bank of Baroda,
QP-BOBTXN,Rs.17 Credited to A/c ...2397 thru UPI/207422585248 by rajeshgoswami43. Total Bal:Rs.1974.28CR. Avlbl Amt:Rs.1797.28(15-03-2022 15:07:24) - Bank of Baroda,
QP-BOBTXN,Rs.25 Credited to A/c ...2397 thru UPI/207494731663 by ssujatasingh05_. Total Bal:Rs.1957.28CR. Avlbl Amt:Rs.1780.28(15-03-2022 12:22:13) - Bank of Baroda,
QP-BOBTXN,Rs.26 Credited to A/c ...2397 thru UPI/207467412196 by 7905120630_axl. Total Bal:Rs.1932.28CR. Avlbl Amt:Rs.1755.28(15-03-2022 11:55:32) - Bank of Baroda,
CP-BOBTXN,Rs.57 Credited to A/c ...2397 thru UPI/207340039518 by rajeshgoswami43. Total Bal:Rs.1906.28CR. Avlbl Amt:Rs.1729.28(14-03-2022 14:51:03) - Bank of Baroda,
VD-BOBTXN,Rs.84.29 Credited to A/c ...2397 thru UPI/207314114698 by DEUT0651778001_. Total Bal:Rs.1849.28CR. Avlbl Amt:Rs.1672.28(14-03-2022 14:03:39) - Bank of Baroda,
VD-BOBTXN,Rs.24 Credited to A/c ...2397 thru UPI/207306123071 by 9044496934_payt. Total Bal:Rs.1764.99CR. Avlbl Amt:Rs.1587.99(14-03-2022 09:44:13) - Bank of Baroda,
VD-BOBTXN,Rs.24 Credited to A/c ...2397 thru UPI/207274441859 by pankaj9191sharm. Total Bal:Rs.1740.99CR. Avlbl Amt:Rs.1563.99(13-03-2022 21:19:27) - Bank of Baroda,
VD-BOBTXN,Rs.55 Credited to A/c ...2397 thru UPI/207206267176 by sonurock08_okic. Total Bal:Rs.1716.99CR. Avlbl Amt:Rs.1539.99(13-03-2022 11:44:26) - Bank of Baroda,
VD-BOBTXN,Rs.27 Credited to A/c ...2397 thru UPI/207229646340 by 9140584104_ybl. Total Bal:Rs.1661.99CR. Avlbl Amt:Rs.1484.99(13-03-2022 10:26:19) - Bank of Baroda,
VD-BOBTXN,Rs.29 Credited to A/c ...2397 thru UPI/207222433956 by 9005064737yad_y. Total Bal:Rs.1634.99CR. Avlbl Amt:Rs.1457.99(13-03-2022 09:19:31) - Bank of Baroda,
VD-BOBTXN,Rs.44 Credited to A/c ...2397 thru UPI/207177624065 by khushboo2002199. Total Bal:Rs.1605.99CR. Avlbl Amt:Rs.1428.99(12-03-2022 20:11:12) - Bank of Baroda,
VD-BOBTXN,Rs.56 Credited to A/c ...2397 thru UPI/207119459421 by adirsr9792_oksb. Total Bal:Rs.1561.99CR. Avlbl Amt:Rs.1384.99(12-03-2022 19:23:15) - Bank of Baroda,
VD-BOBTXN,Rs.21 Credited to A/c ...2397 thru UPI/207191786413 by 8826791254_ybl. Total Bal:Rs.1505.99CR. Avlbl Amt:Rs.1328.99(12-03-2022 15:07:53) - Bank of Baroda,
BP-472021,"Best Selling Full Body Health Check up Package! Get 56 Tests @ 1349 NABL Accredited
Pathkind Labs Accurate Reports
Home Collection Call 7777001951",
VD-BOBTXN,Rs.62 Credited to A/c ...2397 thru UPI/207109640283 by abhaymaurya.482. Total Bal:Rs.1484.99CR. Avlbl Amt:Rs.1307.99(12-03-2022 09:01:25) - Bank of Baroda,
VD-BOBTXN,Rs.61 Credited to A/c ...2397 thru UPI/207032815813 by amirhelping13_o. Total Bal:Rs.1422.99CR. Avlbl Amt:Rs.1245.99(11-03-2022 19:09:49) - Bank of Baroda,
CP-YESBNK,"Rs 40.00 Debited to Ac XX9190 on 11-MAR 12:00-UPI/207084883070/From:rajeshgoswami4341ﾂ｡ybl/To:ktb.ru571593eﾂ｡icici/Payment from PhonePe Tot Avbl Bal-Rs 1,942.00 on 11-Mar 12:00. In case you have not done this transaction, SMS BLKMB <Space><Cust ID> to 9840909000 from your registered mobile number to block Mobile Banking. Warm Regards, YES Bank.",
VD-BOBSMS,Your VPA rajeshgoswami434@ybl linked to your a/c no. XXXXXX2397 is debited for Rs. 850.0 and credited to VPA Q017853081@ybl UPI Ref no. 207045748938. - Bank of Baroda,
VD-BOBTXN,Rs.30 Credited to A/c ...2397 thru UPI/207015731727 by dstar111_paytm. Total Bal:Rs.2211.99CR. Avlbl Amt:Rs.2034.99(11-03-2022 10:00:25) - Bank of Baroda,
BP-BOBTXN,Rs.206.88 Credited to A/c ...2397 thru IMPS/206922977085 by UBERINDIASYSTEM. Total Bal:Rs.2181.99CR. Avlbl Amt:Rs.2004.99(11-03-2022 04:26:24) - Bank of Baroda,
VM-CBSSBI,"Your A/C XXXXX178831 Credited INR 3,000.00 on 10/03/22 -Deposit of Cash at S5NL012221677 CDM. Avl Bal INR 3,502.99-SBI",
VD-BOBTXN,Rs.27 Credited to A/c ...2397 thru UPI/206955346612 by 9548068299_ybl. Total Bal:Rs.1975.11CR. Avlbl Amt:Rs.1798.11(10-03-2022 19:52:12) - Bank of Baroda,
VD-BOBTXN,Rs.569.31 Credited to A/c ...2397 thru IMPS/206918661692 by CASHFREEPAYMENT. Total Bal:Rs.1948.11CR. Avlbl Amt:Rs.1771.11(10-03-2022 18:42:18) - Bank of Baroda,
VD-BOBTXN,Rs.1 Credited to A/c ...2397 thru IMPS/206917915541 by CashfreePrivate. Total Bal:Rs.1378.8CR. Avlbl Amt:Rs.1201.8(10-03-2022 17:53:26) - Bank of Baroda,
VD-BOBTXN,Rs.40 Credited to A/c ...2397 thru UPI/206886149507 by 7054346050_payt. Total Bal:Rs.1377.8CR. Avlbl Amt:Rs.1200.8(09-03-2022 21:03:48) - Bank of Baroda,
VD-BOBTXN,Rs.23 Credited to A/c ...2397 thru UPI/206823017139 by 6388244379_ybl. Total Bal:Rs.1337.8CR. Avlbl Amt:Rs.1160.8(09-03-2022 09:00:31) - Bank of Baroda,
VK-YESBNK,"Rs 15.00 Debited to Ac XX9190 on 09-MAR 06:49-UPI/206803785521/From:7617054730@paytm/To:paybil3066@paytm/Oid17476644424@Paytm Recharge and Bill Payment Tot Avbl Bal-Rs 2,144.00 on 09-Mar 06:49. In case you have not done this transaction, SMS BLKMB <Space><Cust ID> to 9840909000 from your registered mobile number to block Mobile Banking. Warm Regards, YES Bank.",
VD-BOBTXN,Rs.207.25 Credited to A/c ...2397 thru IMPS/206722931059 by UBERINDIASYSTEM. Total Bal:Rs.1314.8CR. Avlbl Amt:Rs.1137.8(08-03-2022 22:46:08) - Bank of Baroda,
BP-BOBTXN,Rs.26 Credited to A/c ...2397 thru UPI/206710225220 by sm456281_oksbi. Total Bal:Rs.1107.55CR. Avlbl Amt:Rs.930.55(08-03-2022 10:33:00) - Bank of Baroda,
BP-BOBTXN,Rs.29 Credited to A/c ...2397 thru UPI/206713206527 by 7985621026_ybl. Total Bal:Rs.1081.55CR. Avlbl Amt:Rs.904.55(08-03-2022 07:10:12) - Bank of Baroda,
BP-BOBTXN,Rs.63 Credited to A/c ...2397 thru UPI/206660856302 by 8448836435_payt. Total Bal:Rs.1052.55CR. Avlbl Amt:Rs.875.55(07-03-2022 19:14:44) - Bank of Baroda,
BP-BOBTXN,Rs.92.18 Credited to A/c ...2397 thru UPI/206614908881 by DEUT0651778001_. Total Bal:Rs.989.55CR. Avlbl Amt:Rs.812.55(07-03-2022 14:21:40) - Bank of Baroda,
JM-BOBTXN,Rs.132 Credited to A/c ...2397 thru UPI/206601313777 by 9026076447_ybl. Total Bal:Rs.897.37CR. Avlbl Amt:Rs.720.37(07-03-2022 07:27:48) - Bank of Baroda,
VD-BOBTXN,Rs.50 Credited to A/c ...2397 thru UPI/206516988846 by shivbhagwandixi. Total Bal:Rs.765.37CR. Avlbl Amt:Rs.588.37(06-03-2022 21:35:02) - Bank of Baroda,
VD-BOBSMS,Your VPA rajeshgoswami434@ybl linked to your a/c no. XXXXXX2397 is debited for Rs. 20.0 and credited to VPA Q029034657@ybl UPI Ref no. 206583650807. - Bank of Baroda,
VD-BOBTXN,Rs.39 Credited to A/c ...2397 thru UPI/206414326449 by preetivishnoi72. Total Bal:Rs.735.37CR. Avlbl Amt:Rs.558.37(05-03-2022 20:21:11) - Bank of Baroda,
VD-BOBSMS,Your VPA rajeshgoswami434@ybl linked to your a/c no. XXXXXX2397 is debited for Rs. 5.0 and credited to VPA paytmqr281005050101asekrvyu1hx0@paytm UPI Ref no. 206417006637. - Bank of Baroda,
VD-BOBTXN,Rs.212.4 Credited to A/c ...2397 thru IMPS/206411857130 by UBERINDIASYSTEM. Total Bal:Rs.701.37CR. Avlbl Amt:Rs.524.37(05-03-2022 11:46:15) - Bank of Baroda,
VD-BOBTXN,Rs.133.91 Credited to A/c ...2397 thru UPI/206402079367 by cashfreepayout_. Total Bal:Rs.488.97CR. Avlbl Amt:Rs.311.97(05-03-2022 11:13:51) - Bank of Baroda,
VD-BOBTXN,Rs.34 Credited to A/c ...2397 thru UPI/206409203512 by atulhunk25_oksb. Total Bal:Rs.355.06CR. Avlbl Amt:Rs.178.06(05-03-2022 09:50:39) - Bank of Baroda,
VD-BOBTXN,Rs.25 Credited to A/c ...2397 thru UPI/206338973285 by 7318636242_ybl. Total Bal:Rs.321.06CR. Avlbl Amt:Rs.144.06(04-03-2022 22:08:24) - Bank of Baroda,
VD-BOBTXN,Rs.72 Credited to A/c ...2397 thru UPI/206320340997 by pkkjnv_oksbi. Total Bal:Rs.296.06CR. Avlbl Amt:Rs.119.06(04-03-2022 20:22:08) - Bank of Baroda,
VD-BOBTXN,Rs.22 Credited to A/c ...2397 thru UPI/206364473863 by 9565222298_payt. Total Bal:Rs.224.06CR. Avlbl Amt:Rs.47.06(04-03-2022 19:26:20) - Bank of Baroda,
VD-BOBSMS,Your VPA rajeshgoswami434@ybl linked to your a/c no. XXXXXX2397 is debited for Rs. 500.0 and credited to VPA rajeshgoswami4341@ybl UPI Ref no. 206346391842. - Bank of Baroda,
VD-BOBTXN,Rs.19 Credited to A/c ...2397 thru UPI/206309757194 by 7881186269_apl. Total Bal:Rs.702.06CR. Avlbl Amt:Rs.525.06(04-03-2022 09:56:56) - Bank of Baroda,
VD-BOBTXN,Rs.78 Credited to A/c ...2397 thru UPI/206216877227 by shreyapandey199. Total Bal:Rs.683.06CR. Avlbl Amt:Rs.506.06(03-03-2022 22:05:52) - Bank of Baroda,
VD-BOBTXN,Rs.57 Credited to A/c ...2397 thru UPI/206228996432 by singhchandrabhu. Total Bal:Rs.605.06CR. Avlbl Amt:Rs.428.06(03-03-2022 19:48:14) - Bank of Baroda,
VD-BOBTXN,Rs.50 Credited to A/c ...2397 thru UPI/206264701947 by 8887222644_ybl. Total Bal:Rs.548.06CR. Avlbl Amt:Rs.371.06(03-03-2022 16:16:56) - Bank of Baroda,
VD-BOBTXN,Rs.47 Credited to A/c ...2397 thru UPI/206233464336 by chandaninishad9. Total Bal:Rs.442.06CR. Avlbl Amt:Rs.265.06(03-03-2022 09:52:16) - Bank of Baroda,
VM-YESBNK,"Rs 500.00 Debited to Ac XX9190 on 03-MAR 10:51-UPI/206255101131/From:rajeshgoswami4341@ybl/To:vrijeshgoswami9@ybl/Payment from PhonePe Tot Avbl Bal-Rs 1,756.00 on 03-Mar 10:51. In case you have not done this transaction, SMS BLKMB <Space><Cust ID> to 9840909000 from your registered mobile number to block Mobile Banking. Warm Regards, YES Bank.",
VD-BOBTXN,Rs.56 Credited to A/c ...2397 thru UPI/206268525973 by 425422_icici. Total Bal:Rs.498.06CR. Avlbl Amt:Rs.321.06(03-03-2022 10:18:35) - Bank of Baroda,
VD-BOBTXN,Rs.22 Credited to A/c ...2397 thru UPI/206279161087 by nidhisingh00100. Total Bal:Rs.395.06CR. Avlbl Amt:Rs.218.06(03-03-2022 06:44:58) - Bank of Baroda,
VD-BOBTXN,Rs.94 Credited to A/c ...2397 thru UPI/206184460398 by 7617054730_payt. Total Bal:Rs.373.06CR. Avlbl Amt:Rs.196.06(02-03-2022 22:40:38) - Bank of Baroda,
VM-ICICIB,ICICI Bank Acct XX056 debited for Rs 102.00 on 02-Mar-22; RAJESH KUMAR GO credited. UPI:206184314019. Call 18002662 for dispute. SMS BLOCK 056 to 9215676766.,
JM-BOBTXN,Rs.30 Credited to A/c ...2397 thru UPI/206138036922 by vrijeshgoswami_. Total Bal:Rs.279.06CR. Avlbl Amt:Rs.102.06(02-03-2022 16:23:16) - Bank of Baroda,
VD-BOBSMS,Your VPA rajeshgoswami434@ybl linked to your a/c no. XXXXXX2397 is debited for Rs. 20.0 and credited to VPA paytmqr281005050101u76akxrsvw01@paytm UPI Ref no. 206084487207. - Bank of Baroda,
VD-BOBSMS,Your VPA rajeshgoswami434@ybl linked to your a/c no. XXXXXX2397 is debited for Rs. 15.0 and credited to VPA paytmqr2810050501013ceoh6jhyujx@paytm UPI Ref no. 206001014159. - Bank of Baroda,
VM-YESBNK,"Rs 450.00 Debited to Ac XX9190 on 01-MAR 12:37-UPI/206093946589/From:7617054730@paytm/To:8881157182@paytm/NA Tot Avbl Bal-Rs 2,250.00 on 01-Mar 12:38. In case you have not done this transaction, SMS BLKMB <Space><Cust ID> to 9840909000 from your registered mobile number to block Mobile Banking. Warm Regards, YES Bank.",
VD-BOBTXN,Rs.1 Credited to A/c ...2397 thru IMPS/206011200844 by BUNDLTECHNOLOGI. Total Bal:Rs.284.06CR. Avlbl Amt:Rs.107.06(01-03-2022 11:45:10) - Bank of Baroda,
VM-YESBNK,"Rs 130.00 Debited to Ac XX9190 on 26-FEB 16:43-UPI/205749749870/From:rajeshgoswami4341@ybl/To:paytmqr281005050101yi676oc2ch40@paytm/Payment from PhonePe Tot Avbl Bal-Rs 2,569.00 on 26-Feb 16:44. In case you have not done this transaction, SMS BLKMB <Space><Cust ID> to 9840909000 from your registered mobile number to block Mobile Banking. Warm Regards, YES Bank.",
BP-BOBTXN,Rs.1 Credited to A/c ...2397 thru IMPS/205711430003 by SHADOWFAXTECHNO. Total Bal:Rs.160.81CR. Avlbl Amt:Rs.0(26-02-2022 11:00:20) - Bank of Baroda,
JD-RELONE,"Dear Customer, 
You are now eligible for 20% cashback in JioMart Maha Cashback Program. The cashback will be credited to your Reliance One account linked with mobile no. within next 3 days. Redeem cashback on your next purchase. T&C apply.
Team JioMart",
VM-YESBNK,"Rs 299.00 Debited to Ac XX9190 on 25-FEB 16:02-UPI/205670831556/From:7617054730@paytm/To:paybil3066@paytm/Oid17387493004@Paytm Recharge or Bill payment Tot Avbl Bal-Rs 2,699.00 on 25-Feb 16:02. In case you have not done this transaction, SMS BLKMB <Space><Cust ID> to 9840909000 from your registered mobile number to block Mobile Banking. Warm Regards, YES Bank.",
CP-YESBNK,"Rs 510.00 Debited to Ac XX9190 on 24-FEB 14:44-UPI/205525313272/From:rajeshgoswami4341@ybl/To:jaiprakashverma.12345@paytm/Payment from PhonePe Tot Avbl Bal-Rs 2,998.00 on 24-Feb 14:44. In case you have not done this transaction, SMS BLKMB <Space><Cust ID> to 9840909000 from your registered mobile number to block Mobile Banking. Warm Regards, YES Bank.",
VM-YESBNK,"Rs 20.00 Debited to Ac XX9190 on 22-FEB 06:59-UPI/205381975247/From:rajeshgoswami4341@ybl/To:paytmqr2810050501011w4j7fgqcnxa@paytm/Payment from PhonePe Tot Avbl Bal-Rs 3,518.00 on 22-Feb 07:24. In case you have not done this transaction, SMS BLKMB <Space><Cust ID> to 9840909000 from your registered mobile number to block Mobile Banking. Warm Regards, YES Bank.",
VM-YESBNK,"Rs 25.00 Debited to Ac XX9190 on 21-FEB 19:57-UPI/205235970677/From:rajeshgoswami4341@ybl/To:BHARATPE90721983530@yesbankltd/Pay to BharatPe Merchant Tot Avbl Bal-Rs 3,538.00 on 21-Feb 19:57. In case you have not done this transaction, SMS BLKMB <Space><Cust ID> to 9840909000 from your registered mobile number to block Mobile Banking. Warm Regards, YES Bank.",
VM-YESBNK,"Rs 190.00 Debited to Ac XX9190 on 21-FEB 19:50-UPI/205230055775/From:rajeshgoswami4341@ybl/To:Q13866027@ybl/Payment from PhonePe Tot Avbl Bal-Rs 3,563.00 on 21-Feb 19:50. In case you have not done this transaction, SMS BLKMB <Space><Cust ID> to 9840909000 from your registered mobile number to block Mobile Banking. Warm Regards, YES Bank.",
BP-FLPKRT,"Dear Customer, Get FREE Rs.1000* Gift Card + 5% Cashback. Apply without income proof for Flipkart Axis Bank Credit Card

http://fkrt.it/vp!xhMNNNN",
JE-RELONE,"Dear Customer, 
You are now eligible for 20% cashback in JioMart Maha Cashback Program. The cashback will be credited to your Reliance One account linked with mobile no. within next 3 days. Redeem cashback on your next purchase. T&C apply.
Team JioMart",
AD-Airtel," Hi, recharge of Rs. 299 successfully credited to your Airtel number 7703054994, also the validity has been extended till 17-03-2022.",Utilities
BP-HDFCBK,Your CONSUMER Loan Application No. 48657A00023 is Declined as application does not meet internal credit norms of the Bank.,
BP-HDFCBK,HDFC Bank: Rs 4.00 debited from a/c **1076 on 17-02-22 to VPA paytmqr281005050101z8qoi2iuesgg@paytm(UPI Ref No 204842872628). Not you? Call on 18002586161 to report,
BP-BSNLIN,Your balance will be soon exhausted. You have Rs 3.58 valid until 25-02-2022 BSNL Easy Credit gives you a loan of upto Rs.50 Dial *518# Tollfree. T&C applied.,
BP-HDFCBK,HDFC Bank: Rs 2.00 debited from a/c **1076 on 17-02-22 to VPA paytmqr2810050501012w1c4otkn14c@paytm(UPI Ref No 204842426516). Not you? Call on 18002586161 to report,
BP-HDFCBK,Your CONSUMER Loan Application No. 32357A00039 is Declined as application does not meet internal credit norms of the Bank.,
BP-HDFCBK,HDFC Bank: Rs 25.00 debited from a/c **1076 on 17-02-22 to VPA paytmqr2810050501011w4j7fgqcnxa@paytm(UPI Ref No 204837781004). Not you? Call on 18002586161 to report,
BP-HDFCBK,HDFC Bank: Rs 15.00 debited from a/c **1076 on 16-02-22 to VPA q58217124@ybl(UPI Ref No 204733958290). Not you? Call on 18002586161 to report,
BP-HDFCBK,HDFC Bank: Rs 15.00 debited from a/c **1076 on 16-02-22 to VPA paytmqr2810050501011w4j7fgqcnxa@paytm(UPI Ref No 204720590472). Not you? Call on 18002586161 to report,
BP-HDFCBK,HDFC Bank: Rs 13.00 debited from a/c **1076 on 15-02-22 to VPA ktb.ru560915u@icici(UPI Ref No 204612570585). Not you? Call on 18002586161 to report,
BP-HDFCBK,Your CONSUMER Loan Application No. 32357A00037 is Declined as application does not meet internal credit norms of the Bank.,
